movieId,tagId,relevance
1,1,0.024749999999999994
1,2,0.024749999999999994
1,3,0.04899999999999999
1,4,0.07750000000000001
1,5,0.1245
1,6,0.23875000000000002
1,7,0.06574999999999998
1,8,0.28574999999999995
1,9,0.254
1,10,0.026249999999999996
1,11,0.5725
1,12,0.11599999999999999
1,13,0.21899999999999997
1,14,0.007749999999999979
1,15,0.03275
1,16,0.27549999999999997
1,17,0.007249999999999979
1,18,0.07974999999999999
1,19,0.65025
1,20,0.19824999999999998
1,21,0.3365
1,22,0.269
1,23,0.05349999999999999
1,24,0.015249999999999986
1,25,0.09000000000000002
1,26,0.08300000000000002
1,27,0.1905
1,28,0.062
1,29,0.8979999999999999
1,30,0.64375
1,31,0.034499999999999975
1,32,0.1905
1,33,0.4405
1,34,0.04475000000000001
1,35,0.022249999999999992
1,36,0.31299999999999994
1,37,0.10575000000000001
1,38,0.01100000000000001
1,39,0.022249999999999992
1,40,0.014749999999999985
1,41,0.013000000000000012
1,42,0.029000000000000026
1,43,0.1385
1,44,0.03925000000000001
1,45,0.25349999999999995
1,46,0.273
1,47,0.006749999999999978
1,48,0.1405
1,49,0.33725000000000005
1,50,0.07450000000000001
1,51,0.262
1,52,0.1975
1,53,0.25049999999999994
1,54,0.06924999999999998
1,55,0.20350000000000001
1,56,0.025749999999999995
1,57,0.01924999999999999
1,58,0.019000000000000017
1,59,0.15550000000000003
1,60,0.03975000000000001
1,61,0.58575
1,62,0.692
1,63,0.93275
1,64,0.9864999999999999
1,65,0.09000000000000002
1,66,0.033999999999999975
1,67,0.137
1,68,0.04125000000000001
1,69,0.01874999999999999
1,70,0.17375000000000002
1,71,0.009000000000000008
1,72,0.019000000000000017
1,73,0.059250000000000025
1,74,0.011749999999999983
1,75,0.24125000000000002
1,76,0.013000000000000012
1,77,0.10899999999999999
1,78,0.04249999999999998
1,79,0.28725
1,80,0.027249999999999996
1,81,0.04225000000000001
1,82,0.09399999999999997
1,83,0.026500000000000024
1,84,0.20750000000000002
1,85,0.08925
1,86,0.3105
1,87,0.04075000000000001
1,88,0.006500000000000006
1,89,0.00924999999999998
1,90,0.14125
1,91,0.06324999999999997
1,92,0.029249999999999998
1,93,0.34675
1,94,0.34924999999999995
1,95,0.05625000000000002
1,96,0.049250000000000016
1,97,0.066
1,98,0.044499999999999984
1,99,0.11725000000000002
1,100,0.11349999999999999
1,101,0.07224999999999998
1,102,0.010000000000000009
1,103,0.009000000000000008
1,104,0.004249999999999976
1,105,0.04049999999999998
1,106,0.007000000000000006
1,107,0.1895
1,108,0.028500000000000025
1,109,0.14350000000000002
1,110,0.09699999999999998
1,111,0.016500000000000015
1,112,0.019500000000000017
1,113,0.55025
1,114,0.028000000000000025
1,115,0.20425
1,116,0.01874999999999999
1,117,0.0050000000000000044
1,118,0.029500000000000026
1,119,0.0015000000000000013
1,120,0.12
1,121,0.29825
1,122,0.19174999999999998
1,123,0.015000000000000013
1,124,0.04749999999999999
1,125,0.04199999999999998
1,126,0.04025000000000001
1,127,0.03649999999999998
1,128,0.39325
1,129,0.16725
1,130,0.01924999999999999
1,131,0.026249999999999996
1,132,0.267
1,133,0.11625000000000002
1,134,0.07900000000000001
1,135,0.09975
1,136,0.11225000000000002
1,137,0.0635
1,138,0.21925
1,139,0.025000000000000022
1,140,0.1215
1,141,0.09949999999999998
1,142,0.013249999999999984
1,143,0.1175
1,144,0.069
